ProductKey,Product Code,Sub Category,Product Name,Product Color,Product Size,Product Line,Product Model Name,Product Description,Current Status,Product Status
524,FR-M21S-42,Mountain Frames,"LL Mountain Frame - Silver, 42",Silver,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
525,FR-M21S-44,Mountain Frames,"LL Mountain Frame - Silver, 44",Silver,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
526,FR-M21S-48,Mountain Frames,"LL Mountain Frame - Silver, 48",Silver,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
527,FR-M21S-52,Mountain Frames,"LL Mountain Frame - Silver, 52",Silver,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
528,TT-M928,Tires and Tubes,Mountain Tire Tube,NA,NULL,"M ",Mountain Tire Tube,Self-sealing tube.,Current,Current
529,TT-R982,Tires and Tubes,Road Tire Tube,NA,NULL,"R ",Road Tire Tube,Conventional all-purpose tube.,Current,Current
530,TT-T092,Tires and Tubes,Touring Tire Tube,NA,NULL,"T ",Touring Tire Tube,General purpose tube.,Current,Current
531,FR-M21B-42,Mountain Frames,"LL Mountain Frame - Black, 42",Black,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
532,FR-M21B-44,Mountain Frames,"LL Mountain Frame - Black, 44",Black,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
533,FR-M21B-48,Mountain Frames,"LL Mountain Frame - Black, 48",Black,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
534,FR-M21B-52,Mountain Frames,"LL Mountain Frame - Black, 52",Black,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
535,TI-M267,Tires and Tubes,LL Mountain Tire,NA,NULL,"M ",LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",Current,Current
536,TI-M602,Tires and Tubes,ML Mountain Tire,NA,NULL,"M ",ML Mountain Tire,"Great traction, high-density rubber.",Current,Current
537,TI-M823,Tires and Tubes,HL Mountain Tire,NA,NULL,"M ",HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",Current,Current
538,TI-R092,Tires and Tubes,LL Road Tire,NA,NULL,"R ",LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,Current,Current
539,TI-R628,Tires and Tubes,ML Road Tire,NA,NULL,"R ",ML Road Tire,Higher density rubber.,Current,Current
540,TI-R982,Tires and Tubes,HL Road Tire,NA,NULL,"R ",HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current,Current
541,TI-T723,Tires and Tubes,Touring Tire,NA,NULL,"T ",Touring Tire,High-density rubber.,Current,Current
542,PD-M282,Pedals,LL Mountain Pedal,Silver/Black,NULL,"M ",LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Current,Current
543,PD-M340,Pedals,ML Mountain Pedal,Silver/Black,NULL,"M ",ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Current,Current
544,PD-M562,Pedals,HL Mountain Pedal,Silver/Black,NULL,"M ",HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Current,Current
545,PD-R347,Pedals,LL Road Pedal,Silver/Black,NULL,"R ",LL Road Pedal,Clipless pedals - aluminum.,Current,Current
546,PD-R563,Pedals,ML Road Pedal,Silver/Black,NULL,"R ",ML Road Pedal,Lightweight aluminum alloy construction.,Current,Current
547,PD-R853,Pedals,HL Road Pedal,Silver/Black,NULL,"R ",HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Current,Current
548,PD-T852,Pedals,Touring Pedal,Silver/Black,NULL,"T ",Touring Pedal,A stable pedal for all-day riding.,Current,Current
549,FR-M63S-38,Mountain Frames,"ML Mountain Frame-W - Silver, 38",Silver,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Current
550,FR-M21B-40,Mountain Frames,"LL Mountain Frame - Black, 40",Black,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
551,FR-M21S-40,Mountain Frames,"LL Mountain Frame - Silver, 40",Silver,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Current
552,FD-2342,Derailleurs,Front Derailleur,Silver,NULL,NULL,Front Derailleur,Wide-link design.,Current,Current
553,HB-T721,Handlebars,LL Touring Handlebars,NA,NULL,"T ",LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,Current,Current
554,HB-T928,Handlebars,HL Touring Handlebars,NA,NULL,"T ",HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,Current,Current
555,FB-9873,Brakes,Front Brakes,Silver,NULL,NULL,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current,Current
556,CS-4759,Cranksets,LL Crankset,Black,NULL,NULL,LL Crankset,Super rigid spindle.,Current,Current
557,CS-6583,Cranksets,ML Crankset,Black,NULL,NULL,ML Crankset,High-strength crank arm.,Current,Current
558,CS-9183,Cranksets,HL Crankset,Black,NULL,NULL,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Current,Current
559,CH-0234,Chains,Chain,Silver,NULL,NULL,Chain,Superior shifting performance.,Current,Current
560,BK-T44U-60,Touring Bikes,"Touring-2000 Blue, 60",Blue,60,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Current
561,BK-T79Y-46,Touring Bikes,"Touring-1000 Yellow, 46",Yellow,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
562,BK-T79Y-50,Touring Bikes,"Touring-1000 Yellow, 50",Yellow,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
563,BK-T79Y-54,Touring Bikes,"Touring-1000 Yellow, 54",Yellow,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
564,BK-T79Y-60,Touring Bikes,"Touring-1000 Yellow, 60",Yellow,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
565,BK-T18U-54,Touring Bikes,"Touring-3000 Blue, 54",Blue,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
566,BK-T18U-58,Touring Bikes,"Touring-3000 Blue, 58",Blue,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
567,BK-T18U-62,Touring Bikes,"Touring-3000 Blue, 62",Blue,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
568,BK-T18Y-44,Touring Bikes,"Touring-3000 Yellow, 44",Yellow,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
569,BK-T18Y-50,Touring Bikes,"Touring-3000 Yellow, 50",Yellow,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
570,BK-T18Y-54,Touring Bikes,"Touring-3000 Yellow, 54",Yellow,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
571,BK-T18Y-58,Touring Bikes,"Touring-3000 Yellow, 58",Yellow,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
572,BK-T18Y-62,Touring Bikes,"Touring-3000 Yellow, 62",Yellow,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
573,BK-T79U-46,Touring Bikes,"Touring-1000 Blue, 46",Blue,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
574,BK-T79U-50,Touring Bikes,"Touring-1000 Blue, 50",Blue,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
575,BK-T79U-54,Touring Bikes,"Touring-1000 Blue, 54",Blue,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
576,BK-T79U-60,Touring Bikes,"Touring-1000 Blue, 60",Blue,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Current
577,BK-T44U-46,Touring Bikes,"Touring-2000 Blue, 46",Blue,46,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Current
578,BK-T44U-50,Touring Bikes,"Touring-2000 Blue, 50",Blue,50,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Current
579,BK-T44U-54,Touring Bikes,"Touring-2000 Blue, 54",Blue,54,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Current
580,BK-R79Y-40,Road Bikes,"Road-350-W Yellow, 40",Yellow,40,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Current
581,BK-R79Y-42,Road Bikes,"Road-350-W Yellow, 42",Yellow,42,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Current
582,BK-R79Y-44,Road Bikes,"Road-350-W Yellow, 44",Yellow,44,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Current
583,BK-R79Y-48,Road Bikes,"Road-350-W Yellow, 48",Yellow,48,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Current
584,BK-R19B-58,Road Bikes,"Road-750 Black, 58",Black,58,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Current
585,BK-T18U-44,Touring Bikes,"Touring-3000 Blue, 44",Blue,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
586,BK-T18U-50,Touring Bikes,"Touring-3000 Blue, 50",Blue,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Current
587,BK-M38S-38,Mountain Bikes,"Mountain-400-W Silver, 38",Silver,38,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Current
588,BK-M38S-40,Mountain Bikes,"Mountain-400-W Silver, 40",Silver,40,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Current
589,BK-M38S-42,Mountain Bikes,"Mountain-400-W Silver, 42",Silver,42,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Current
590,BK-M38S-46,Mountain Bikes,"Mountain-400-W Silver, 46",Silver,46,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Current
591,BK-M18S-40,Mountain Bikes,"Mountain-500 Silver, 40",Silver,40,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
592,BK-M18S-42,Mountain Bikes,"Mountain-500 Silver, 42",Silver,42,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
593,BK-M18S-44,Mountain Bikes,"Mountain-500 Silver, 44",Silver,44,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
594,BK-M18S-48,Mountain Bikes,"Mountain-500 Silver, 48",Silver,48,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
595,BK-M18S-52,Mountain Bikes,"Mountain-500 Silver, 52",Silver,52,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
596,BK-M18B-40,Mountain Bikes,"Mountain-500 Black, 40",Black,40,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
597,BK-M18B-42,Mountain Bikes,"Mountain-500 Black, 42",Black,42,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
598,BK-M18B-44,Mountain Bikes,"Mountain-500 Black, 44",Black,44,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
599,BK-M18B-48,Mountain Bikes,"Mountain-500 Black, 48",Black,48,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
600,BK-M18B-52,Mountain Bikes,"Mountain-500 Black, 52",Black,52,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Current
601,BB-7421,Bottom Brackets,LL Bottom Bracket,NA,NULL,NULL,LL Bottom Bracket,Chromoly steel.,Current,Current
602,BB-8107,Bottom Brackets,ML Bottom Bracket,NA,NULL,NULL,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,Current,Current
603,BB-9108,Bottom Brackets,HL Bottom Bracket,NA,NULL,NULL,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,Current,Current
604,BK-R19B-44,Road Bikes,"Road-750 Black, 44",Black,44,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Current
605,BK-R19B-48,Road Bikes,"Road-750 Black, 48",Black,48,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Current
606,BK-R19B-52,Road Bikes,"Road-750 Black, 52",Black,52,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Current
